index,text
288,President Trump suspending all travel from Europe to U.S. for the next 30 days #coronavirus #ktva
289,@wilsonKaren3696 @FFaxhdr @nytimes It’s part of Trump’s plan; Mexico will finally pay for that wall in an effort to… https://t.co/xWrDVeKmpm
290,@AynRandPaulRyan I heard @VP has a plan to use expired HIV tests from an Indiana fake women’s health center along w… https://t.co/Zos0UiNH5I
291,The people are now more dangerous than the virus. https://t.co/R1uGIHFZWZ
292,@ACSAASDN #LeadershipMatters #SOY2020 #AKSuptchat https://t.co/8Ks51sKASW
293,Can we get a petition going. Get rid of her! She’s never going to be good for anything. If we don’t get rid of her… https://t.co/SOxkHfbAAG
294,Isn't that the percentage of tЯump's base? https://t.co/eC9Aq3REM0
295,"Fiat Chrysler To Shut Serbia Plant As Covid-19-Shock Paralyzes Global Supply Chains | Zero Hedge https://t.co/B2yUprLVUv

@jimcramer"
296,More COVID-19; Broader HCV Screening: It's TTHealthWatch! https://t.co/omwLQUYttX
297,@fenrir_71 I honestly feel like 45 is using the Corona virus to get rid of people. How else can you describe the de… https://t.co/TxtWcaYB1S
298,@livecrisisnews @anitalou_ I’ve noticed a lot of documenting of all events going on in Wuhan.  So much so it’s lead… https://t.co/leFgQCqZOt
299,"@TombStoneWyatt @Joan1Barb I’m beginning to think this “corona virus outbreak “ in Wuhan, China is more about round… https://t.co/xpGYzhZr0M"
300,"#45sadminiscriminallynegligent
#25thAmendmentNow https://t.co/S04XWApslu"
301,@Iceblue52Roth @SenDanSullivan @lisamurkowski @SenateGOP @SenateDems @HouseDemocrats @HouseGOP I heard he’s into se… https://t.co/NSIJTgcuo1
302,I have an irrational fear of getting sick rn because one time I went to Seattle and the very next day i was sick an… https://t.co/7aw4oRkn6b
303,"alaska confirmed a case of coronavirus and my first thought was, “I gotta get these tweets off real quick” the firs… https://t.co/M2yIKqLs5R"
304,Every person I see trending on here I just assume has the coronavirus lmao
305,"WHO Chief Warns ""Window Of Opportunity Is Narrowing"" As Coronavirus Spreads To Lebanon, Iran; 253 More Passengers D… https://t.co/jAlJEX1EBz"
306,"Wuhan Mother Speaks Out: ""No Beds, No Medicine, All Lies"" | Zero Hedge https://t.co/hes7qZf7HX
@jimcramer 
@carlquintanilla 
@davidfaber"
307,Well-said @Blackcat444 https://t.co/xY1BxUp94e
308,"WHO Turns On China, Demands To Know How Nearly 2,000 Doctors Were Infected With COVID-19 | Zero Hedge https://t.co/r0gIc4Y33x
@jimcramer"
309,Your report is wrong. It’s using hydroxychloroquine + azthromycin. https://t.co/WYb6LbeOzL
310,@RealSaavedra Solved: the reason my fish dont have coronavirus.
311,Remind me to list all the questions that Don Young’s press secretary refused to answer today for this story. (He’s… https://t.co/FuU5kZHeP7
312,This is the most beautiful thing ever♡ https://t.co/uNBAaep3wW
313,WHY ISNT THIS HAPPENING IN THE US??? https://t.co/wikhpdbzjW
314,Thank you Drake for sharing this reality. https://t.co/7s8EyYGYeh
315,@HouxuanL @Fae030 @chrisdelia I don’t care if we do I’m not as sensative as yall 😂😂😂 murica virus Chinese virus it… https://t.co/ny0X7CREaJ
316,"This Is Just the Beginning. Anchorage sees first COVID-19 death in Alaska, hospital officials say https://t.co/wnyoTjBuZe"
317,I wonder if the Valley's tea party and their #AKLeg reps are ready yet to understand or acknowledge Alaska's econom… https://t.co/MeJre6E26f
318,"Italy Reports 1st Covid-19 Death, Locks-Down 10 Towns Amid Contagion Fears: Virus Updates | Zero Hedge https://t.co/dXNSq2W8DB"
319,They have some great local reporting here. Seriously I think I could be award winning for such a small new source.… https://t.co/Z7SZSvKbWe
320,👍🙏🇺🇸 https://t.co/X8O1C0EliQ
321,This dude is on point🔥 https://t.co/pb0f6W99w9
322,"@MarkSpringer @GovDunleavy @annezinkmd @AK_Corrections Why aren’t they just releasing all nonviolent offenders, peo… https://t.co/YyyFrTJxZi"
323,Tulsi is right on this https://t.co/APs2EdihM0
324,"Everyone, she needs to medicate &amp; feed her 3 cats &amp; 2 dogs &amp; son. Please give what you’re able to. Her @cashapp is… https://t.co/5p2gm1RxOg"
325,"Well shit, the rest of the world is just going to have to get on board with the magats and republican congress. How… https://t.co/iXuqkAEd59"
326,"#45sadminiscriminallynegligent 
#25thAmendmentNow
#NationalEmergency https://t.co/FoXORXUFiM"
327,More for me🤩 https://t.co/pYtnt4pMPK
328,Wolf Blitzer is a traitor of his country!! 👎 https://t.co/0zTXhWwnTt
329,🤯 https://t.co/dTtK1dpaJm
330,"Well, I got accepted to an awesome NSF REU for the summer which may or may not happen now because of the COVID-19 s… https://t.co/gFw0tjt8Jc"
331,"@DermotMCole Oh great, certified by @GovRonDeSantis. You know this curriculum has to be whack. Like Trump Universit… https://t.co/wjT1HLHiAW"
332,I’m sure he has a great future ahead of him now more than ever ✌️ https://t.co/kTQYO6a3xQ
333,Is his age a factor in his comments...  what about Trump calling it the “China virus” is that like Forrest Gump say… https://t.co/mJEJR7oSJu
334,So she needed permission to handle her own Municipality??? That tells us a lot about how incompetent NO Mayor reall… https://t.co/7dl2nkpyN1
335,So sorry for your loss 💔 https://t.co/zcfuPTtu5u
336,"If you haven’t already read The Raven’s Gift by @donrearden, an apocalyptic novel set in western Alaska that imagin… https://t.co/FIwEfxuH6v"
337,Grab your ankles. https://t.co/2LSYQrUPIX
338,It’s a pandemonium! And I’m not talking about COVID😎 https://t.co/jjoY6SszYK
339,Can we please get mass testing now? https://t.co/erVItk0GdS
340,"The new expert in Washington. No knowledge or credentials, but in charge. https://t.co/Z9yPFRN3s6"
341,@cali_rn Is it true ~ Have you seen cases where COVID-19 patients with ibuprofen in their system (to combat the fev… https://t.co/119VspQjkI
342,"China made mistakes handling COVID-19, but I’m leery of YouTube productions incorporating politicians. That suggest… https://t.co/726ZgBDLle"
343,"Follow this link to read our COVID-19 Update:

https://t.co/onAXjOvN9m

#atalodge #alagnakriver #atal… https://t.co/wCU7kA3ftb"
344,Yes and have literacy testing for candidates. https://t.co/48DgpsQ3Zc
345,Not a great photo taken out the window of a moving car). Setting up a tent outside the urgent care clinic so they c… https://t.co/ngKw00gbtm
346,Right! 👍🙏🇺🇸 https://t.co/31zeo2qGer
347,".@lisamurkowski, follow the lead of the @HispanicCaucus on calling for eBond access for immigrant families to post… https://t.co/eoOLMtqxdJ"
348,@ ANMC 😳 https://t.co/XfibffPEJQ
349,"Shocking Spike In COVID-19 Cases Puts Beijing On High Alert; Officials Weigh ""Wuhan-Level"" Lockdown | Zero Hedge… https://t.co/HGujzaIgU3"
350,Great post https://t.co/heZQ60tjgz
351,We would all be a whole lot better off if we could quarantine him. Thanks Gop for leadership void causing sickness… https://t.co/9fDiiBb1dz
352,UAF employee tests positive for COVID-19. All persons who use the O’Neill Building are asked to shelter in place an… https://t.co/o5ICw9mvu8
353,"Will #Alaska take heed? #AKLeg #AKGov .@SenDanSullivan .@lisamurkowski
(Warren) added that mail voting also needed… https://t.co/NZLGJF9MwA"
354,@kiddClutch1 Yeah they just announce Dunleavy’s Covid relief plan
355,"Governor of New Jersey, shortly after the state reports new daily coronavirus numbers that put it on track to join… https://t.co/yhco7ihQ1G"
356,Follow the thread for a historical timeline. https://t.co/ndcMyVLGEj
357,https://t.co/IQY8Tk2Ytf
358,She deserved it!👎 https://t.co/8rJjHhchn7
359,"It time to starve his attention seeking no more live new conferences without fact checks.
#NotDying4WallStreet https://t.co/o54NVfvtth"
360,#StopAiringTrump 👍👊🏻🤨 https://t.co/AwNyeCQcab
361,"my timeline shifted from being only corona to Animal Crossing and DOOM in less than 30 minutes.

You love to see it."
362,"(NEWS ALERT)
The corona virus has mutated to goats 🐐 as a sexually transmitted disease!!!
                (I.S.I.S.… https://t.co/q6xB5DaOo6"
363,#Covid_19 The #Anchorage VA DOMICILIARY where I'm currently under lockdown due to the #coronavirus threat here in… https://t.co/2Hglul9atI
364,CRAZIEST 😜 BITCH IN NEW YORK 🤮🤬😡 https://t.co/0c86B20NEw
365,It looks like they are. The news is reporting unemployment office system crashes in several states. #TrumpCrash… https://t.co/3uS3AXhcly
366,#COVID19 #CoronavirusOutbreak #CDC Stop the madness https://t.co/7rVmWOtrq9
367,And they plant people to supply his daily ego trip. https://t.co/ajKzIFTHkB
368,@WBHChannel @GovDunleavy @realDonaldTrump @MustReadAlaska https://t.co/op3cSdTpCO
369,Hey. Y’all remember when North Korea said they had a Christmas present. ??? Corona ??????
370,Eric Bortz (@BortzGroup) is an associate professor in UAA's Department of Biological Sciences. He answers questions… https://t.co/KCd2W89Lge
371,Pay attention to their true thoughts. https://t.co/mI2lXjE4VD
372,"My roommate is a mortician, and he picked up his first COVID-19 case today. In Anchorage Alaska, and nothing from t… https://t.co/5u0a2tunCY"
373,Geezus 🙄 https://t.co/H9yMoSzNl0
374,"@GovDunleavy hasn't locked down Alaska.
How many cases do we need before he declares a State of Emergency?!… https://t.co/WQhsHwQsJ3"
375,Very important https://t.co/S8hB67IgNH
376,"@JamieBQuynn13 Fairbanks, Alaska essential businesses only 102 Covid-19 cases in state. 16 in Fairbanks, 6 in North… https://t.co/ZysBzrP8jM"
377,"We have now passed 1,000 American deaths.

We will have the most cases of any country in the world by Saturday morn… https://t.co/8Auo2cO6u7"
378,🙏🏽❤️😢 https://t.co/zol4b5eOuX
379,Unbelievable hubris and ignorance https://t.co/JGMfoBSmIZ
380,@GueChokY Dan mentahbiskan duta corona... 👏👏👏
381,TOMORROW: Join another online information session from 12-1 p.m. for answers to questions about @UA_System's respon… https://t.co/h7hyfKvrDB
382,"Today, Italy reported 475 new coronavirus deaths. That is the most COVID19 deaths reported in one day in any countr… https://t.co/iO8Zf7Rnys"
383,Im so sorry :0( https://t.co/RbKAYdy5ky
384,"March - 21st, ALASKA Coronavirus total 14 cases.
Indonesia 514 cases.
#coronavirusoutbreak #covid19 #coronaviruAlaska #CoronaVirusIndonesia"
385,😓😓😓 https://t.co/sIQiNg9rS6
386,Had a slim fast shake and a 24 once corona for dinner. Trying to keep things balanced.
387,Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/a8NdIirAPB via @Change
388,"I wonder if this will be available for Juneau and SE AK?
Carnival Corp. Is Offering Its Cruise Ships To Help The Co… https://t.co/KFxk0d0Iat"
389,100% https://t.co/9iibxI3Gmp
390,"Necesaria una reflexión sobre las prioridades que,quienes sobrevivamos, vamos a considerar socialmente relevantes.… https://t.co/dd1M0t2cwj"
391,I believe it! They have a lot of hate in their hearts and hate the people that stand with Trump! But it’s their fau… https://t.co/4AQERkjHDY
392,VOTE RED! Save America and the American families! 👍🙏🇺🇸 https://t.co/G3nO0JC6HU
393,My grandma has coronavirus 😪
394,Sensing a ground swell of outrage that will becoming a howling tsunami before this is over. https://t.co/iM0ocwS5N1
395,please say sike rn https://t.co/2EfrYVL3IU
396,I have no idea when the last time I put makeup on my face was #coronavirus
397,"On the back side of this, mathematicians will show with reliable certainty how much suufering and death his narciss… https://t.co/MO7dVwdT15"
398,"As a Filipino, I’m just as concerned about being stopped, searched, questioned, physically threatened or abused by… https://t.co/x0MSJS4ra9"
399,"This situation is really, really scary. And it's not going to get any less scary any time soon. If you don't get th… https://t.co/jVszR31hoI"
400,@MarshaBlackburn #RacistGOP #CoronaVirus❗
401,@mitchellvii I believe your November date is a bit early. Influenza kills more people in total but covid-19 kills a… https://t.co/2fmhgtakhP
402,"Protect the Postal Service

#ProtectThePostalService https://t.co/FaATWJ9N2S"
403,#GOPProfitBeforeAmericanLives #NowWeKnowWhyTrumpLied #trumpLiedToMakeAFewBucks #WhilePeopleDied #GopGreedBeforeLives https://t.co/cxV0Pze5Gh
404,#StopWatchingTrump!!!!!!!! https://t.co/aIvdWNRBFK
405,"Can we just remove the existing administration that's getting way too many of us sick and dead, and give Elizabeth… https://t.co/uqytG5Gk2b"
406,The Democrats and their media failed again. Democrats can’t do anything right. They just keep digging that hole. https://t.co/eE7oH9VS0r
407,@SAltfactworld @DDD_101_ Coronavirus boredom. 🤣
408,I grew up listening to country music. I loved Joe Diffie. RIP 💔 https://t.co/RRSmoUzt3d
409,@rarekinzey This job has literally given me premature grey hair from stress. These weeks of Covid-19 haven’t been helping.
410,#ToLateBabyNowItsToLate https://t.co/xa2Yk7Xb2W
411,"Why doesn't @GovDunleavy ask the US Army Corps of Engineers for assistance?!
Why doesn't he declare a National Emergency?!
#akleg 
#Covid_19"
412,This guy definitely got the fame he always wanted: https://t.co/mbbjujanWX
413,"Well, good! https://t.co/pSHTQ3xx53"
414,@alexisfstanford they’ve got the Corona virus can we move it after the pandemic ?
415,Florida people. This guy is a true leader https://t.co/ziPh3mRrem
416,👎 https://t.co/eWVJPvV0c5
417,Talk about evil! When karma comes knocking on her door I bet she changes her tune. 👎 https://t.co/L4BWUuQ5YF
418,Idiocy is bliss https://t.co/trBTjCo2iF
419,well shit. an irl friend tested positive for corona virus. they seem to be doing alright atm tho
420,@CNN I knew it was too good to be true https://t.co/IeEu36Nwa1
421,The nation's leading infectious disease expert shows what's on the line. https://t.co/ND1NAwivWF # via @HuffPostPol
422,Fuck China https://t.co/4N4kGehICp
423,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 https://t.co/ASLIv7XOaj
424,#TrumpGenocide #TrumpVirusCoverup #TrumpFailedAmerica https://t.co/jRPKd5Fe6t
425,@scrowder But Crowder... my fish dont have ANY sign of coronavirus... therefore...
426,All we have to do is Vote Red! Buy I’m not sure if our Votes Will get counted with all these crooks running it? I j… https://t.co/PMCn6meHN6
427,You sick demented fuck https://t.co/Sq2CDtSJ1J
428,They think they can get away with it because our media backs them up! This is what the media has done to us! They k… https://t.co/cVWMPBxJeK
429,But you do! 👎 https://t.co/ChDhtd4G94
430,"#45sadminiscriminallynegligent
#25thAmendmentNow https://t.co/i45QXwypKQ"
431,coronavirus be spreading faster than you can spread your legs for a frat boy
432,"I'm one of those evil secular humanists with the unmitigated gaul to live with no religion at all, but I don't enga… https://t.co/zVnNz3KuRv"
433,It's because your father can't open his mouth without lying. Lies that serve to suit his wretched needs and have co… https://t.co/1uWDaNyOjq
434,@libbybakalar @DermotMCole @GovDunleavy #COVID19 Terrorism. In Alaska @GovDunleavy uses it for union busting. Cool. Cool.
435,"Why are Republicans such terrible, terrible people? https://t.co/kY5smEmpvN"
436,@luisjgomez you saw my tweet huh https://t.co/S0P6fw4PwF https://t.co/TnN5WCqmSR
437,"Thread: @bradleyziffer experience with #coronavirus, Must Read, especially young people. https://t.co/MRHisZHIcv"
438,"If you're a healthcare worker in #Alaska who wants help finding childcare, a place to stay so you don't have to com… https://t.co/kaUe0rRu16"
439,@Out5p0ken D.C. never ceases to amaze me *not in a good way* #coronavirus.
440,🦾🦾 https://t.co/lknA3s0kDm
441,The Anchorage health department is asking providers to donate swabs to the #COVIDー19 testing site. https://t.co/ditQmpNoEB
442,Become social and try to make friends https://t.co/YLufJd2guw
443,I’m asthmatic as fuck rn might die of covid-19 or sum LMAO
444,This is terrible and frightening.  But we can turn it around by taking this seriously and isolating. https://t.co/VtN21NE5Vz
445,💚💛💚 #tuesdayvibes #Smile https://t.co/JWlbSP7aLe
446,Wrong title. Should be staggering stupidity of close to half of all Americans. https://t.co/5YHcbQEFte
447,His day will come. And it will be all his fault. He’s just a dork and really doesn’t like himself. 👎 https://t.co/dwgajBHP8b
448,https://t.co/0jBieHMqva
449,"@KamVTV @Joselyn09376754 Because Obama never, “let” the flu do anything. Thousands die every year from the flu and… https://t.co/qdfFmaDWYf"
450,Her mind is pickled! How could anybody with a heart hold American people and their families hostage like you are? Y… https://t.co/aB29hOYgql
451,#AlaskaStrong https://t.co/oKo8LZj9jR
452,One of my friends may have caught the coronavirus...
453,Absolutely scared https://t.co/SwX9cECcam
454,@Robert_Aderholt No time to have a 500 billion dollar  slush fund so #Trump can dip into it to help his hotels. And… https://t.co/t4R4r8YuFR
455,This is going to be the best thing ever! https://t.co/HyHsArb7Ve
456,"Covid-19 Changed How the World Does Science, Together https://t.co/jcmAilTaV7"
457,Me too https://t.co/eS2n5o46sp
458,@ktva @Target is price gouging. Last week we saw skinny roll packs of 9 paper towels in South Anchorage for $17.99… https://t.co/yFSNntWSCA
459,"How many of those children born to parents who wanted an abortion will end up in youth detention, prisons, in an en… https://t.co/QODY02nXUr"
460,"Good, babies deserve a chance too https://t.co/UE9OSt8GC0"
461,Sen. Kelly Loeffler Dumped Millions in Stock After Coronavirus Briefing https://t.co/hK32KnpaOf via @thedailybeast
462,"Infected with stupidity, these kids are. https://t.co/ery0NkShJh"
463,"Why are @HouseGOP quibbling over $600/week to the unemployed?! 
#VoteBlueNoMatterWho
#VoteBlueToEndThisNightmare
https://t.co/juwsoXKSSM"
464,We need to keep standing behind him! He takes so much resistance from the Democrats and the media. When they attack… https://t.co/GvaAX3bub9
465,It’s unforgivable! 👎 https://t.co/HyYxasmNyA
466,"New York City as seen from a helicopter on 2-29-20, one day before the first case of COVID-19 was announced in NYC.… https://t.co/4TyaVLsnKG"
467,Love this list. Enaa baasee’ for the shout-out for the Athabascan Woman blog! https://t.co/IzoDy0U0T5
468,Stay safe everyone https://t.co/PpZTzgw0AX
469,"Into the woods we go ... To lose ourselves and find our soul And avoid corona @ Lazy Mountain, Alaska https://t.co/qWUtgx7JRh"
470,"Outrage!!! @Safeway!!! My son works at the Carrs Safeway store in Anchorage, #Alaska where we now have 21 cases of… https://t.co/XCqYyOe8Yd"
471,[Wuhan Coronavirus] Wuhan citizen seeking help from the world https://t.co/a3ahk6C0gw via @YouTube #CoronavirusOutbreak @cnnbrk @NPR @MSNBC
472,Amazing how efficient market capitalism is at times like these ain't it? https://t.co/c30D8Icwkk
473,"Coronavirus Could Hinder Beijing's Ability To Fulfill Phase One Trade Deal | Zero Hedge https://t.co/Qg9Iqu7f30
@kannbwx"
474,https://t.co/7puxZStZhZ
475,"""I'm In An Apocalypse"" - New Accounts From Wuhan Detail Coronavirus Outbreak | Zero Hedge https://t.co/ti1IJCNLk9"
476,@donald_j_putin Is it too 'mean' to wish our leerless feeder would personally visit COVID patients in DC hospitals… https://t.co/O92eAcQTdv
477,Welcome to the party. https://t.co/ZeGRmC8tUU
478,"Japan Confirms 10 nCoV Cases Aboard Quarantined Cruise Ship; Hong Kong Warns Virus Could ""Spread Widely"" As Deaths… https://t.co/3VO4XGt5lQ"
479,"Alaskans know the difference between life + death in challenging environments comes down to education, preparation… https://t.co/lsDTZtEXGa"
480,"Metro bus rides to be free, riders to enter rear doors https://t.co/oPz7xruuEY"
481,First Alaskan dies from COVID-19 as cases within state continue to rise https://t.co/DszLWwxuJI
482,this too human like I’m scared 🤣🤣😭😭 https://t.co/PNzzecQoWm
483,"Also, many Filipinos work in airports, post offices, assisted living homes, &amp; grocery stores - putting them in high… https://t.co/EXExNTpixi"
484,Shut it down. #COVID19AK #akleg https://t.co/jpuXlg5ipb
485,"I miss my students. 💜🐾📚
#COVID19 #teacherteleworking #remotelearning #distancelearning #StayHomeSaveLives… https://t.co/LUtMagCbr7"
486,Nice knowing you all 👋🏼 😷 https://t.co/wI2KmFupQb
487,"@CNNPolitics Even Pence is so far up Trump’s butt hole, now he’s putting the blame on the CDC for Trump’s himself a… https://t.co/wutaSk2ooJ"
488,A nurse in Wuhan quarantined herself at home so other patients can access medical care. https://t.co/0ztVkHuMBi
489,"China CDC Reveals 30,453 People Under Observation As Germany Reports First Confirmed Coronavirus Case | Zero Hedge https://t.co/GKebBYvcsE"
490,@AOC and @KyleKashuv agree on this part. https://t.co/RbC1uZ4986
491,#TrumpFailure https://t.co/YJnWDjGIZX
492,Honored that Dean @shareski invited me to share my own personal insights and comment on how @fsdk12 has weathered t… https://t.co/I9BZTPnjOO
493,"CDC ""Preparing For Coronavirus Pandemic"" As It Confirms 11th US Case In California: Virus Updates | Zero Hedge… https://t.co/vme7KO6wB1"
494,"Trump administration declares #coronavirus outbreak a public emergency, will quarantine US citizens returning from… https://t.co/i2zupll2X9"
495,"Wait, this guy uses my exact shower routine: head, pits, private bits.  What the hell?!!! https://t.co/3RtkeciiCv"
496,"Sri Lanka, Cambodia Confirm First Coronavirus Cases | Zero Hedge https://t.co/GKebBYvcsE"
497,Sad news. The world needs more people like this rather than less. https://t.co/ZSjHE5jF3s
498,Since the start of COVID-19 I’ve lost 19 lbs!😍 only good thing about this damn thing. I’ve been drinking hella wate… https://t.co/NhKgJnZemt
499,"Ah, sorry here they are. Tiny print on a phone ;) https://t.co/1I703ATQcS

https://t.co/sWUeUC13Fd"
500,@MoreReginaHall @MoreReginaHall your performance in Scary Movie 3 in the tv leaking scene is what’s getting me thro… https://t.co/zlkRstAp1k
501,👍🙏🇺🇸 https://t.co/DuVPRtcYx9
502,@inthecopa @cynthiamrakes Corona virus is common cold.
503,"@Scaramucci @realDonaldTrump The orange cotton-candy-corona will be out in January 2021. 
#IMPOTUS
@realDonaldTrump https://t.co/rSRICFgvgh"
504,"This sounds like a crazy cult leader not a normal church pastor. 
https://t.co/GV0U5nJiV3"
505,"@Walmart @kroger @Target @WholeFoods 

Pls consider removing min order amounts, waiving pick up service fees and al… https://t.co/beIR7P0bTi"
506,"""Coronavirus whistleblower Li Wenliang has died, Wuhan Central Hospital confirms""  https://t.co/qKfaykOV7L"
507,Love you. 💙 Stay safe out there! #OnlyInAlaska https://t.co/FQccsa5CI0
508,"@ButterflyLove_8 @BlueR00n This could have been better worded. 
There is NO cure/vaccine for covid-19. 
There IS a… https://t.co/wBSMNENTxr"
509,CDC just declared Corona Virus an international emergency.
510,"@realDonaldTrump When you ignore medical advice and do your magical reopening act, will you take responsibility for… https://t.co/MWe13sHLYO"
511,"COVID-related racism is real &amp; very serious. However, simply conceptualizing it as an “Asian American” phenomenon e… https://t.co/jhbc28PVFW"
512,"@jimcramer 
Closing Bell crew just said corona virus  under control. Again they all turned into Doctors today."
513,"This thread 😂

A plane of Wuhan evacuees drew a ton of attention in Alaska this week. Meanwhile, people living at t… https://t.co/fVGIxgbeNp"
514,👍🙏🇺🇸 https://t.co/eUMrXqNDkb
515,"One of the most interesting things of this corona virus is people’s reactions.

Particularly seeing number people i… https://t.co/OC4I6R9VGW"
516,bothered https://t.co/zRCLy2h4Ba
517,Even viruses wanna take this fool down https://t.co/bpI8SvxTLV
518,True https://t.co/IEPoNJxhce
519,The first decent this woman has ever said.  So you care?  @MELANIATRUMP SORRY I THINK THIS IS A FAKE STATEMENT https://t.co/6TOTLRJYt3
520,"China Virus Cases Almost Double Overnight, Deaths Top 100 As North Korea Closes Border | Zero Hedge https://t.co/GKebBYvcsE

@jimcramer"
521,WHAT??? He’s not even helping OUR Country and our people!!!! https://t.co/EJs446cUvm
522,Can't the government use post offices to dispense relief checks directly to people who dont have direct deposit?. T… https://t.co/VuUfd8U2pO
523,I am so excited to have @_sam_dav on our team! It’s about to be 🔥🔥 https://t.co/GSGPYcy543
524,"Of course they did, they always lie like Russia https://t.co/8ldk2mNLB1"
525,"I think the reason why people panic over corona virus is because it’s airborne.. bird flu isn’t, sars isn’t, cancer isn’t,.."
526,What a piece of human garbage @realDonaldTrump is. https://t.co/oWWSqS8Jnk
527,That's fantastic https://t.co/nhI6j4dvCA
528,If you are an Alaskan family please fill out thus survey by text AKFAMILY TO 9062690344 regarding the impact of cov… https://t.co/TRXVn4CJLz
529,"@MatiGreenspan Was watching CNBC a few mins ago, suddenly all their talking heads are now Doctors. "" Corona virus i… https://t.co/j36QPewA84"
530,@TheBaredBear Why only one Corona?
531,"It is longer possible to deny the #environmental impact of human activity. 

Will the the experience of #cleanair h… https://t.co/Uz9OVpPoUt"
532,@AspLovePolitics @mari_shepard @AK4EqualJustice @DermotMCole @lisamurkowski @SenDanSullivan Hospitals know they are… https://t.co/hzpA4ldcvO
533,"One person is dying every six minutes from #COVID19 in New York State, per @Reuters.

This will only increase.

And… https://t.co/LFBFuRGWfK"
534,"Two family members died in two days... nothing COVID-19 related, just a particularly rough couple of days."
535,"Well said, wishing ill on others is not showing humanity or empathy. https://t.co/wIBzWVpQOI"
536,"Chengdu On Lockdonw As Coronavirus Deaths Hit 813, Surpassing Total From 2003 SARS Outbreak | Zero Hedge https://t.co/ONxqPqmb6p"
537,@DermotMCole You have to wonder if Trump’s amigos have all been guaranteed a ventilator? What would make these peop… https://t.co/waDRDm1Ngn
538,"Due to COVID-19, work doesn’t want us to layover in Hawaii just in case we have to quarantine for 14 days. So inste… https://t.co/Yn7SRME5wV"
539,I CAN'T STOP COUGHING AT THE AIRPORT. I DONT HAVE THE CORONA VIRUS I PROMISE BUT LIKE HELP
540,"YES!!  My feelings EXACTLY!  Bastard trump…you fricken narcissist!  The world despises you, TRAITOR… https://t.co/asPXyUG0FU"
541,"Recuerdas nuestro viaje a Bergamo
@orlandact ? Se me rompe el alma. https://t.co/1VW4QNUJEO"
542,"@chrisbharrison This is a genuine flop. Covid has us in quarentine &amp; we may watch but it'll be under protest, painf… https://t.co/eEjOBCFYPx"
543,👍🙏🇺🇸 https://t.co/zDNcDKSYZD
544,And Lyme disease https://t.co/CZ3x5vJWH3
545,A #coronarvirus is a general type of virus. This is a novel one (2019-nCoV) that is spread initially through animal… https://t.co/aOEl0v77dn
546,coronavirus stop like STOP
547,"And the fat orange dear leader says we've peaked?!?!? This is is the plateau? Now, get your asses back to work! I n… https://t.co/bywAiPXplW"
548,:0( https://t.co/XXxrqSOrbr
549,Can’t believe the wanna be AK state https://t.co/B06xB6MlRz
550,"Shit, this is pretty close to an assignment I gave to one of my classes *last week*.... https://t.co/6KnlxqJEVk"
551,You call yourself and educator https://t.co/qUkwDSn2DX
552,😡 Chinese Gov’t. = Lie after lie after lie❗️😡 🇺🇸🇺🇸🇺🇸 Report: China Quietly Keeping Wuhan Residents Quarantined… https://t.co/4rBQhuBO8i
553,@j_lifeexplorer @Wardamn5 @3days3nights He talking about their COVID 19 response.
554,We can and are “doing hard things” by keeping our students excited about learning and engaged in their school commu… https://t.co/fwgw3RyNhQ
555,Woah. 🙌🏻 https://t.co/LRISzZKbzP
556,This is very good. It should save money and save lives. #akleg #covid19 https://t.co/PD54cnFowg
557,Co-Sign https://t.co/whfC9bik57
558,"I just wrote a letter to congress with @usmailnot4sale: During This Pandemic, Support Our Public Postal Service. Jo… https://t.co/yCI9NoX8ZL"
559,"Did every wrestler, crew, etc get tested for #Covid_19 in order for #WrestleMania to occur?"
560,I know y’all annoyed but why is China so bad at lying? 😂 https://t.co/UrxzmwJ9Ib
561,@JeffreeStar Been laid off for over a month now cause of covid and now getting behind on car payments. Anything hel… https://t.co/6W9DBtMH3q
562,"The mail is slow with COVID-19, but look what came last night!   Now to enjoy an espresso and a dose of “Do Nothing… https://t.co/cWEcp3JS0q"
563,"The virus quarantine isn’t going well, coworker now thinks she’s the boss 🐕🤦🏽‍♂️. #mansbestfriend #coronavairus… https://t.co/5gdaJID5da"
564,@realDonaldTrump Two treatments to fight the Chinese Coronavirus don't let the governors keep us lock any longer than May
565,👍🙏🇺🇸 https://t.co/T5BJEvjZCk
566,"We are all in this together, be kind 😍 #washyourhands #COVID19 https://t.co/RxucChYYyP"
567,"Is this English or Babel 
.
I don’t understand 🤷🏼‍♂️🤔 https://t.co/5iL1Ye4viy"
568,Vote Red and stop them! Can you imagine if they had complete Control? God help us to defeat our enemies from within… https://t.co/H3ToOCgq6k
569,....TIME TO DO THEIR CHORES!!! STOP THEIR BULLSHIT BY PUTTING THESE GUILTY ONES TO DO COMMUNITY SERVICE. https://t.co/HdnYyJG6Dv
570,So you’re gonna make someone keep a baby they possibly can’t care for? Fuck outta here Dunleavy. https://t.co/88tMCLHIr2
571,29 seconds to explain why trump is a death anchor around our necks. https://t.co/zqHbwQG41U
572,Researchers Are Looking at Breast Milk for Key Coronavirus Antibodies https://t.co/HFveZR1aaP
