index,text
865,Dr. Fauci is done this week. Ya wanna bet? https://t.co/rrBAjrNNId
866,"A lot of this is a direct result of trump lies, FOX  propaganda,  and GOP complicity. This a piss poor way to get t… https://t.co/2E6K93GHvW"
867,Sure! https://t.co/hF0C994dyb
868,Cause he’s a thin skinned little tiny handed man baby https://t.co/eNtHbr3v6n
869,"Wyoming has half the population in a much smaller area than Alaska, and we had the same amount of cases for a few w… https://t.co/xQbTSA856y"
870,@PhilenorS @maureenjohnson Unfortunately his greed and corruption are more contagious and dangerous than covid-19.
871,@Taransgroove https://t.co/SI6elweLFp
872,"When your best friend graduates with a MASTERS DEGREE during #COVID19, social distancing gifts + signs are a must.… https://t.co/Cy38buvair"
873,Mornings like this!! #alaskamornings #runsomestairs #COVID19 #getinshape #hilltops https://t.co/jHF70NKD84
874,"Sci-fi rockers @harpersfarce blends their unique sound with expansive, collaborative storytelling projects that spa… https://t.co/TPtEJ0QhRx"
875,"@realDonaldTrump Did 80,000US citizens die from H1N1?  https://t.co/xAcVBvKz2b"
876,GIVE NOW. HELP FAMILIES IN NEED THROUGH COVID-19. https://t.co/5a8FloVmOo
877,"Today is #GivingTuesdayNow, a global day of giving and unity in response to the unprecedented need caused by COVID-… https://t.co/0jDc1gXuYe"
878,👍🙏🇺🇸 https://t.co/qAtoTLFeCg
879,"This is the most positive version of ""what goes around comes around"" ever! ❤️❤️❤️
https://t.co/RAkhSvDYAj"
880,And just how in the fuck would she know that. Not to mention anyone dying as a success. Twisted trump evangelical l… https://t.co/RsZExlDyyH
881,"Man that was a great day of work.  Imagine if I got paid to do this?!? Poggies.  #COVID19  working for freeeeeeee,… https://t.co/DdvNBIzUPr"
882,Palatable prevarication pushing pandering-platitudinous-pablum predicated primarily per political persuasion prepos… https://t.co/t34j6r5KO1
883,"@LuutaUnofficial @treyinla @kurteichenwald @bethanyshondark Ebola is much deadlier per case, covid is deadlier by t… https://t.co/wjShnnjQuR"
884,"@jejohnson322 @DHSgov But, according to your show today, that is Not true about warmth or uv light killing #coronavirus."
885,He has no idea what he is saying anymore. https://t.co/mG7U7vXiuu
886,Hello! Are you like me in that you find it interesting that a drug that’s effective against the Wuhan virus is foun… https://t.co/9WcUwMaChF
887,She is honest has more sense than most of the Democrats. 👍🙏🇺🇸 https://t.co/s2cEotduQH
888,A tool for the Democrats to punish Trump and American patriots! 👎 https://t.co/QHPmiUcUha
889,@NatalieMin10 @pulte https://t.co/CcuYqaVTAK
890,NO!!👍🙏🇺🇸 https://t.co/umj4EDlfhz
891,"""Hope is not a strategy."" Another really substantive discussion of COVID-19 from the @Freakonomics podcast team --… https://t.co/DomjngRSUU"
892,#ALASKA: Seafood processing worker is first positive coronavirus case in Cordova   https://t.co/pNO0Ti8Cl1
893,"May Day! Opening Day! Fabulous Friday! If you grabbed onto the COVID-19 recipe challenge, here’s the trophy! An ado… https://t.co/oEgQnT3QeI"
894,Springtime fun! #SpringTime #grandsons #perfectmoments #love #COVID19 #SpringDay https://t.co/Z6UGhmxCyo
895,Wondering how many trillions in tax havens. https://t.co/Q00pU9uUkv
896,Me making plans for 2020 before COVID-19 hit. https://t.co/pDS3ZkxB9Q
897,"😥
https://t.co/SLP3CE4RbP"
898,"""UV Industry Associations Discourage the Use of UV Light on the Human Body to Disinfect Against the Coronavirus"" https://t.co/wnuNDu07NI"
899,Fuck no https://t.co/PAYKniIsQ5
900,https://t.co/NzJEGu79Vo
901,And y’all scared of covid lmao https://t.co/VRWztonuL1
902,Our executive director @NolanKlouda presented to House Labor and Commerce today. Thanks to @IvySpohnholz for the op… https://t.co/CscK8DpT21
903,Is there anything he won't fuck up? https://t.co/yYG7OFn6do
904,You know how Republicans claim to NOT be stupid. https://t.co/9lxSMKarCB
905,BBC News - Coronavirus: Furloughed workers urged to become fruit pickers https://t.co/b1dhejIGtz
906,"My psychiatric nursing assistant colleagues are among the highest risk, lowest paid. https://t.co/Aj0n8jYRWI"
907,"Faculty Shout out: Mrs. Stone, thank you for teaching me more than I have ever learned in a class!
Covid-19 Activit… https://t.co/AYg7zCnAHJ"
908,this didn’t age well.. thank you corona virus.. https://t.co/rp4S1UbpdF
909,"#45sadminiscriminallynegligent
#25thAmendmentBeforeWeAllDie 
#NotDying4WallStreet
#NationalEmergency https://t.co/aLPkcfpHMR"
910,"To all of the nurses in Alaska and across the country, THANK YOU for all that you do each and every day. Now more t… https://t.co/fUYVIIhAQO"
911,"As it should. But instead of caring about the shortages and the people they would hurt, and upholding his oath and… https://t.co/LddKthgLcR"
912,"Fascinating, and haunting, look at how earlier generations' low-touch parenting stemmed (at least partly) from the… https://t.co/2qqtzd2LCy"
913,"@KatKenn48 @RubinReport @tedcruz Come visit us next summer, post COVID19. We have a marine safari tour company...… https://t.co/lhmYK3yJRe"
914,Favorite LHS Memory: Either the Fiji Trip with the Ballroom team or staying up till 3am setting up for Senior Ball… https://t.co/8JAwqZ5q5Y
915,"I made a #COVID19 resources generator for @ktva.

Choose from the menu to find what help is available in Alaska.… https://t.co/Qe4VmmEzZd"
916,"Idk who this hoser is but they broke the streak, not cool. That’s why you’re a hoser. https://t.co/uSddyRomHK"
917,"Favorite LHS Memory: Greeting everyone as Beetlejuice!
Faculty Shout out: Mr. Stoddard and Mr. Grassi for helping m… https://t.co/f7XgLmnbHZ"
918,"Over 60,000 and still counting. No viable plan to test and trace. People afraid to go back to work with no plan to… https://t.co/7Ma75aEmRg"
919,I stand behind Trump and America and our families! Love your country VOTE RED! 👍🙏🇺🇸 https://t.co/hwoFyVJ3Ic
920,I really miss my 20 second hugs. This damn corona virus.  Gonna be hugging everyone I see.
921,And who in this administration has the presence speaks for these people? Most of us want immigration policy that is… https://t.co/YY58DNgcyW
922,It'll stop when you and your fellow sycophants get your heads outta tRumps ass. Then you will see the real swamp is… https://t.co/Q8EkH2C4Wq
923,Steal from the poor and give to the rich. Nothing new here. https://t.co/4DN5Ue7EEI
924,"Miss Waters, it is not over till God says so,continue to pray and give him the Glory!!! https://t.co/GSXyoiMp7V"
925,The calm before what I believe will be a storm...#COVID19 #AKCOVID19 #Infectionpreventionposse #InfectiousDisease… https://t.co/kBhV83jhBQ
926,@ohzoiix How about you give me the cure to the Coronavirus so I can be rich
927,OK but the trumpet killed me. I am broken. 😩😭 https://t.co/axJtZlchEi
928,@idew2 @jkf3500 Trump is trying to take credit for all of the common sense methods of controlling covid-19. Even to… https://t.co/VWFU1KkmUz
929,👍🙏🇺🇸 https://t.co/GdjFCQxd88
930,👍🙏🇺🇸 https://t.co/iDuscewsd3
931,"Mr. President, Alaska has had 9 deaths so far and hasn’t increased in the past week. We Alaskans need your help in… https://t.co/EWdpaYiDw7"
932,👍🙏🇺🇸 https://t.co/AxzeNhfvzU
933,What data can tell us about how COVID cases spread domestically from NY (European strain) vs WA (China strain) - fa… https://t.co/O07wRoYdpt
934,❤️ https://t.co/g6CifQ4w2T
935,"Favorite LHS Memory: The black light glow in the dark assembly!
Faculty Shout out: Thank you so much Ms. Scheaffer,… https://t.co/jtPplSzbIQ"
936,👍🙏🇺🇸 https://t.co/WnErn4QtX4
937,A little #WednesdayWisdom from the @FTC about protecting yourself from COVID-19 scams. https://t.co/dJH9BIYmEB
938,"“I swear I’m not usually like this. It’s the COVID baby” 

I say to my credit card as I make another purchase of beer"
939,Thank you Jesus God Bless America and God Bless ALASKA https://t.co/nWoVHXLCPW
940,"@UrbaniteAlaska If there was a god both Trump and Pence would have #COVID19 

This is absolute proof of its non existence"
941,Please vote Red so we don’t have to look at Nancy Pelosi anymore and listen to her lies! Make sure you go to the Vo… https://t.co/oOpJcBO2XA
942,"Are they talking about Trump? #LysolGate #25AmendmentNow 
#VoteBlueToSaveAmerica https://t.co/5jJIrRIBdV https://t.co/lThUFVEnQq"
943,@JodiRidley1 @YGalanter @realDonaldTrump @CNN Where does it say anything about Wuhan in this article. The Nature Sc… https://t.co/fj9gceS8MY
944,my cousin vs. the coronavirus https://t.co/FEzsWBOuWb
945,- H1 N1 /EBOLA &amp; NOW COVID--19  EXCETERA. THIS PROSTITUTE IVANKA TRUMP HAS TO UNDERSTAND THAT IF SHE GAVE LEPROSY T… https://t.co/gCkXr7s40h
946,"@JonUPS_ @Slate #coronavirus completely runs your life, damned if you do and damned if you don't. #LifeOutOfBalance."
947,"Favorite LHS Memory: Walking around school in my moulage from ETT &amp; killer rabbit costume from Halloween.
Faculty S… https://t.co/oE4H8Nd4jT"
948,@willbwalkerjr You have to watch it!! Good COVID TV.
949,Just because you’re not a reporter doesn’t mean you can’t spread fake news. #fakenews #clowndriven https://t.co/xMmW9TgMaV
950,Maybe it’s Corona talking but I’m tryna start a family😂🤷🏽‍♀️
951,The thing beyond his comprehension is how a lethal pandemic virus works.  But it's not lost on the majority of the… https://t.co/zEmlQC82go
952,Technology goes over the heads of Democrats and liberals. 👍🙏🇺🇸 https://t.co/KvdnmIDxQc
953,👍🙏🇺🇸 https://t.co/aWtPwSSY57
954,Y’all thought YOUR senioritis was bad? We got COVID-19 🙃
955,Retweeted with the provision that it may be unverified. https://t.co/qqB8AxMpbQ
956,Holy shit. I never got to go there. https://t.co/KCofPMGDDn
957,👍🙏🇺🇸 https://t.co/Bv8R4SMyjk
958,"Favorite LHS Memory: Getting all worked up for our last few spirit weeks as a senior &amp;, most definitely, senior nig… https://t.co/E6n0ZRbSaT"
959,@Thomas1774Paine I find it interesting how he pushes for the one drug that will be very expensive vs chloroquine th… https://t.co/HilX4vg5Ru
960,"Favorite LHS Memory: Making lots of friends and learning new stuff. 
Faculty Shout out: Ms. Wolf, Ms. Courtney, Ms.… https://t.co/8z8BCmx407"
961,@HrrrlScouts Wow 🙀 a cat with pink eye may be more infectious than Trump with #COVID19!
962,@ACSAASDN https://t.co/Kp6y81LHY7
963,👍🙏🇺🇸 https://t.co/BHb4VThbul
964,"@rainchild33082 Did anyone hear this great Marketplace piece about GoFundMe's new CEO... very cool!
https://t.co/FCV3i8GVP5"
965,👇 https://t.co/KoZJECKZWm
966,"Some exciting personal news: this summer I'll be hosting &amp; reporting for @KFSK1 in Petersburg, Alaska! Covering imp… https://t.co/QhLrJPWtrT"
967,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 https://t.co/l9ENYU7Ezb
968,$90 remaining 🙏🏽❤️ https://t.co/ItX0lJJ4Oy
969,"I need money for food!! Food in Nome, Alaska is hella expensive! Only way we can get food is by plane or boat. Can’… https://t.co/oC50GuK2Lh"
970,frantically googling “can you get covid from ass”
971,"@kasie N O, I've overcome that wish since #coronavirus."
972,So now he's trying to kill the youth https://t.co/csUvHio51i
973,@WhiteHouse @realDonaldTrump HOW can that TRAITOROUS sleaze dare to be in the presence of our COVID-19 health heroe… https://t.co/FxUxPMk2NF
974,I now hear a report that smoking might prevent COVID-19. And they’re talking about cigarettes or nicotine. I wonder… https://t.co/jFmehJ9NAf
975,"Favorite LHS Memory: Joking around with friends in POE.
Faculty Shout out: Mr. Walker for teaching my two favorite… https://t.co/HtQPz7qI2z"
976,"Favorite LHS Memory: Being able to sit in the ceramics room and not having to care that I needed to do school work,… https://t.co/tnlj5vDSKZ"
977,"@breezybzzz I haven’t looked into it that much but from the bit that I did, SARS was deadlier but much less contagi… https://t.co/J0fQ3vpTYw"
978,"I’m so sorry for your loss. We expect our elderly parents to die, yet, when it happens, it still hurts. https://t.co/m9HKD8dIci"
979,"This is interesting news, but this will most likely be appealed and if it goes before some right-wing nut Trump jud… https://t.co/asmC9UDnv9"
980,👏🏽 👏🏽 👏🏽 way to go Alaska!! https://t.co/uuvbHsMczS
981,2 Fugitives Arrested in Fatal Dispute Over Mask at Family Dollar Store https://t.co/4OY655d2KV
982,👍🙏🇺🇸 https://t.co/zcCSyp3hmD
983,Yeah they definitely did a good job and spreading it around the world! https://t.co/cIZhgM2w8n
984,Alaska’s Superintendent Superheroes - leading by example through #COVID19 #LeadershipMatters @AlaskaDEED #akleg… https://t.co/FiLrCMtJqH
985,Must be nice just to make up stuff and not have to do no research. What a job. https://t.co/NcYD3reGRA
986,Mental toughness is the name of the game right now. #75hard #perseverance #grit #COVID19 #andyfrisella
987,"Favorite LHS Memory: Taking photos for the yearbook &amp; capturing moments we didn't realize would be gone so soon. 
F… https://t.co/3Q9bNCHxru"
988,@hannahdeltron Must have for my retirement in Mexico 🇲🇽 I’m more down for the original corona https://t.co/oogwv0C4nO
989,It sure does! 👍🙏🇺🇸 https://t.co/PWPdMaQWFk
990,29 years old. 😢 https://t.co/i8DtP96RmG
991,"Senior Quote: “Sorry I’m late.” 
Favorite LHS Memory: Going on the Marine bio trip and meeting my best friend. 
Fac… https://t.co/1xfZ9nqN4x"
992,"Yeah, if it's anything like testing, it will be a long time coming. And this admin won't make it free for everyone.… https://t.co/MmYsJRD2nu"
993,"@AmbassadorRice @PrincessBravato Now we hear the first #COVID19 patient that died was Feb. 6, 2020. This person had… https://t.co/zaCV5DtmVB"
994,Oh now we have mystery syndrome. https://t.co/PEPltHXVNl
995,"The fact that my bank doesn’t open until 11 is just rude, and that’s an everyday thing not a COVID thing."
996,"Favorite LHS Memory: The after school program.
Faculty Shout out: Mr. Nagaoka. Japanese is my favorite class and I… https://t.co/VyKZiq2DFH"
997,"Favorite LHS Memory: Being on the football team.
Faculty Shout out: Mr. Riggs for always making class fun.
Covid-19… https://t.co/5Nwo280Jya"
998,She's raising funds to protect children from the COVID19 because they are the most vulnerable. Oh wait... THEY ARE… https://t.co/3q5jzFkrt6
999,Maybe Stop binge drinking and turn off the TV? https://t.co/wQYxHiUVSG
1000,"Yay, &lt;----heavy sarcasm.  Home quarentine till covid test results are back. Asthma making me symptomatic.(please le… https://t.co/K9NOpGVcym"
1001,If you say “DRIVE!” like Doc everytime you open Google Drive (been doin this for years!) it helps a tiny bit https://t.co/tjrrzVVDSo
1002,👍🙏🇺🇸 https://t.co/GdjFCQONZG
1003,@W7VOA @POTUS #Coronavirus is So inconvenient for DT.
1004,Why would anyone who “works” for you say otherwise? You’ll just fire them! [That’s the kind of incentive I’ve alway… https://t.co/E3KUY3C8WV
1005,Lesley Stahl of ‘60 Minutes’ Was Hospitalized With COVID-19 https://t.co/72prowCFRB via @thedailybeast
1006,"Senior Quote: “I'm totally unprepared to deal with life's realities."" -Meowth
Favorite LHS Memory: Bowling with Ms.… https://t.co/lMqTZoKngE"
1007,#EvdeKalTurkiye #EvdeKal #COVID19 #coronavirus #Alaska https://t.co/etuzKFplce
1008,👍🙏🇺🇸 https://t.co/mD1ASpHQU0
1009,COVID TEST CAME BACK NEGATIVE YEET
1010,Now that’s a face of a career criminal! He’s one of the biggest crooks of America. Vote Red at the polls! 👍🙏🇺🇸 https://t.co/3HGYBrpdni
1011,Important story about the real Fake news. https://t.co/6JcFU6r2Wb
1012,Yes it does! https://t.co/7gx7b4wcDj
1013,"Favorite LHS Memory: Earning freshman of the year award as an average kid.
Faculty Shout out: CSM Robert Taylor (re… https://t.co/prpwbRn9Rj"
1014,Moms got laid off so she been makin triple layer 100% cotton masks with filter inserts and adjustable nose bridge f… https://t.co/NTfzak6bWw
1015,Rumors of a coworker you actually know being covid positive. I keep thinking of them and if they and thier family a… https://t.co/V6b0D9565E
1016,"Favorite LHS Memory: Hosting a student from Japan.
Faculty Shout out: Mrs. Deb and Nagaoka sensei. Thanks to both o… https://t.co/c19ZRWWmRC"
1017,About that culling the herd l. . . https://t.co/J2dmuQYdYs
1018,"Favorite LHS Memory: I was only here for 3/4 of a year, but being sworn into the Army from space was pretty memorab… https://t.co/hbXVSuKUFh"
1019,@Yamiche But @CDCgov says they don't have to follow regulations if it's not feasible for them. #COVID19 #MeatPackingPlants.
1020,I love small towns. https://t.co/QjITIA6RQy
1021,From supporting wildland fire crews during the Shovel Creek fire last year to providing security &amp; traffic control… https://t.co/tUrJPxG6oC
1022,"Senior Quote: “I’m just chillin’""
Favorite LHS Memory: Both trips to Barrow for volleyball. 
Faculty Shout out: Mrs… https://t.co/5vkuxFUj77"
1023,@grantstern I heard there was 29 million pills of hydroxychloroquine that Trump has stored. Everyone in the Adminis… https://t.co/8z91Nd69EY
1024,"Kissing during COViD😷😘💋 @ Anchorage, Alaska https://t.co/J452v85cuM"
1025,"Senior Quote: “Don’t forget your hockey stick, eh?""
Favorite LHS Memory: Playing varsity boys hockey and going to s… https://t.co/FCWduo6XKo"
1026,"Star Date Covid 19 04252020. Surprise beam aboard from Marilyn from the USS ""Russ and Marilyn"". Cookies specificall… https://t.co/gqDRtWXrO3"
1027,"Hey there’s a coronavirus thing on Netflix now, if your anxiety is quelled by things like this (mine is!)."
1028,This is why people who work for wage/salary and vote Republican are dumber than a bag of rock. They'll break it off… https://t.co/aWnTi127Va
1029,"Congratulations, spring Class of 2020! You faced unprecedented challenges this semester due to COVID-19, but you pu… https://t.co/skRRRgLDIZ"
1030,🤔 Here’s a very good &amp; brief (8:14) opinion presentation about the COVID - 19 crisis &amp; the effect the imposed quara… https://t.co/4w4avv1dNm
1031,"Just thought a pandemic would be a great time to lie about Natives in order to stoke racial hatred, huh. I know you… https://t.co/b1SNhJfBvl"
1032,"I have decided to start my own work/business. It will be hired physical labor/lawn care:
** I will follow Covid-19… https://t.co/EAjKnKXBSe"
1033,"To help worldwide families in immediate need due to COVID-19, a global day of giving and unity known as… https://t.co/VfmZcHs5zt"
1034,Sign the petition: Demand Interior Department stop all public land sales to the fossil fuel industry during COVID-1… https://t.co/sb6ynM2vSX
