country,state,state_name,year,month,sentiment,Total,Negative,Neutral,Positive,LDA,NMF,LDA_0,LDA_1,LDA_2,LDA_3,LDA_4,LDA_5,LDA_6,LDA_7,LDA_8,LDA_9,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,words,freq
USA,LA,Louisiana,2020,00,0.04868252962453308,4901,1055.0,2061.0,1785.0,8,4,724.0,724.0,210.0,279.0,126.0,218.0,291.0,219.0,1373.0,737.0,1048.0,719.0,451.0,204.0,1211.0,241.0,243.0,152.0,331.0,301.0,['new' 'people' 'like' 'time' 'don' 'got' 'home' 'day' 'case' 'stay'],[307 305 250 223 184 177 177 175 170 170]
USA,MA,Massachusetts,2020,00,0.07150053580561637,10537,2301.0,3806.0,4430.0,8,4,1816.0,691.0,579.0,695.0,256.0,529.0,1137.0,602.0,2460.0,1772.0,2284.0,746.0,1202.0,533.0,2769.0,688.0,593.0,472.0,690.0,560.0,"['people' 'time' 'like' 'need' 'trump' 'pandemic' 'day' 'new' 'case'
 'home']",[834 566 547 476 476 451 423 393 379 354]
USA,MD,Maryland,2020,00,0.06545524717818843,9843,2130.0,3651.0,4062.0,8,1,1638.0,827.0,557.0,735.0,220.0,489.0,1138.0,625.0,2192.0,1422.0,1945.0,739.0,1471.0,425.0,2415.0,544.0,606.0,557.0,615.0,526.0,"['people' 'trump' 'like' 'time' 'pandemic' 'need' 'say' 'new' 'death'
 'case']",[788 543 485 461 433 432 407 392 348 340]
USA,ME,Maine,2020,00,0.0691514914021164,600,115.0,244.0,241.0,8,1,137.0,29.0,27.0,43.0,8.0,31.0,52.0,34.0,157.0,82.0,130.0,42.0,88.0,44.0,136.0,24.0,35.0,16.0,52.0,33.0,['people' 'case' 'need' 'like' 'time' 'good' 'know' 'test' 'day' 'stay'],[48 45 39 36 32 27 26 25 24 24]
USA,MI,Michigan,2020,00,0.05919029954996323,8320,1824.0,3197.0,3299.0,8,4,1296.0,745.0,508.0,512.0,244.0,425.0,695.0,422.0,2176.0,1297.0,1827.0,654.0,811.0,414.0,2080.0,486.0,524.0,446.0,534.0,544.0,"['people' 'michigan' 'trump' 'like' 'time' 'know' 'need' 'day' 'going'
 'home']",[689 462 459 446 353 317 305 286 286 281]
USA,MN,Minnesota,2020,00,0.07134385986066731,4812,1034.0,1721.0,2057.0,8,4,730.0,340.0,300.0,309.0,90.0,270.0,523.0,197.0,1275.0,778.0,1161.0,258.0,363.0,235.0,1415.0,263.0,285.0,194.0,339.0,299.0,"['people' 'like' 'time' 'need' 'don' 'going' 'good' 'trump' 'death'
 'pandemic']",[374 277 275 267 171 165 165 165 164 163]
USA,MO,Missouri,2020,00,0.06251450772302884,5040,1133.0,1825.0,2082.0,8,4,768.0,388.0,299.0,295.0,72.0,248.0,509.0,249.0,1427.0,785.0,1050.0,359.0,438.0,235.0,1420.0,272.0,368.0,267.0,318.0,313.0,"['people' 'trump' 'need' 'like' 'time' 'home' 'know' 'day' 'pandemic'
 'help']",[497 274 273 267 247 185 183 179 168 161]
USA,MS,Mississippi,2020,00,0.056597415337613484,1186,258.0,456.0,472.0,0,4,177.0,147.0,38.0,98.0,25.0,56.0,92.0,56.0,344.0,153.0,258.0,143.0,129.0,40.0,292.0,54.0,85.0,31.0,86.0,68.0,['people' 'like' 'good' 'don' 'case' 'got' 'home' 'pandemic' 'day' 'know'],[99 85 64 47 45 45 45 40 38 38]
USA,MT,Montana,2020,00,0.039057533634456715,390,91.0,159.0,140.0,8,1,75.0,27.0,36.0,20.0,3.0,33.0,27.0,23.0,97.0,49.0,87.0,14.0,42.0,13.0,97.0,28.0,27.0,30.0,28.0,24.0,['people' 'trump' 'case' 'know' 'life' 'home' 'say' 'don' 'like' 'death'],[33 31 27 20 20 19 19 17 17 15]
USA,NC,North Carolina,2020,00,0.06933133667627495,8656,1788.0,3305.0,3563.0,8,4,1305.0,735.0,456.0,595.0,202.0,384.0,772.0,474.0,2288.0,1445.0,1923.0,664.0,846.0,441.0,2386.0,425.0,462.0,393.0,590.0,526.0,"['people' 'like' 'time' 'day' 'trump' 'need' 'know' 'pandemic' 'home'
 'new']",[596 474 442 392 386 371 310 309 297 276]
USA,ND,North Dakota,2020,00,0.0990107265809513,356,68.0,119.0,169.0,8,4,82.0,18.0,22.0,36.0,2.0,13.0,20.0,14.0,96.0,53.0,69.0,30.0,34.0,19.0,87.0,35.0,25.0,14.0,26.0,17.0,['case' 'people' 'county' 'day' 'death' 'north' 'time' 'home' 'new' 'like'],[35 33 32 27 23 21 21 20 20 19]
USA,NE,Nebraska,2020,00,0.0749612426307851,1779,375.0,656.0,748.0,8,4,314.0,124.0,88.0,99.0,48.0,91.0,172.0,78.0,471.0,294.0,397.0,136.0,150.0,69.0,503.0,106.0,109.0,60.0,109.0,140.0,['people' 'case' 'like' 'time' 'going' 'home' 'week' 'know' 'day' 'death'],[139 115  98  79  77  75  74  71  67  67]
USA,NH,New Hampshire,2020,00,0.05302329464990816,1234,253.0,498.0,483.0,8,1,224.0,46.0,94.0,97.0,18.0,68.0,117.0,90.0,279.0,201.0,331.0,59.0,173.0,79.0,277.0,69.0,61.0,44.0,69.0,72.0,['people' 'new' 'time' 'china' 'like' 'need' 'day' 'trump' 'help' 'home'],[89 63 63 62 58 58 47 46 41 41]
USA,NJ,New Jersey,2020,00,0.062239352711110724,10429,2301.0,3810.0,4318.0,8,1,1505.0,904.0,650.0,664.0,206.0,507.0,971.0,520.0,2817.0,1685.0,2098.0,863.0,1168.0,522.0,2799.0,569.0,574.0,534.0,644.0,658.0,"['people' 'new' 'like' 'trump' 'time' 'need' 'day' 'realdonaldtrump'
 'pandemic' 'know']",[814 590 557 525 497 488 436 417 385 376]
USA,NM,New Mexico,2020,00,0.04156325366696643,1731,390.0,708.0,633.0,8,4,251.0,123.0,119.0,102.0,26.0,112.0,156.0,84.0,474.0,284.0,373.0,115.0,136.0,85.0,492.0,94.0,113.0,102.0,124.0,97.0,"['people' 'new' 'like' 'realdonaldtrump' 'need' 'trump' 'time' 'death'
 'know' 'home']",[151 128  96  78  77  77  71  69  69  67]
USA,NV,Nevada,2020,00,0.04661131350903156,5549,1294.0,2206.0,2049.0,8,4,833.0,512.0,339.0,360.0,149.0,329.0,453.0,283.0,1595.0,696.0,962.0,505.0,717.0,249.0,1456.0,293.0,372.0,297.0,340.0,358.0,['people' 'trump' 'like' 'time' 'know' 'need' 'going' 'home' 'day' 'think'],[492 286 283 249 245 198 193 183 178 176]
USA,NY,New York,2020,00,0.05415910275931113,37354,8657.0,13655.0,15042.0,8,4,5945.0,3009.0,2083.0,2421.0,763.0,1792.0,3477.0,2939.0,9174.0,5751.0,7766.0,3297.0,4712.0,1626.0,9177.0,2121.0,2171.0,1859.0,2465.0,2160.0,['new' 'people' 'like' 'trump' 'york' 'nyc' 'time' 'need' 'pandemic' 'day'],[3012 2977 1936 1821 1798 1784 1683 1633 1488 1471]
USA,OH,Ohio,2020,00,0.06362598071528985,11956,2510.0,4690.0,4756.0,0,4,1770.0,1063.0,650.0,725.0,234.0,630.0,1107.0,635.0,3229.0,1913.0,2483.0,1064.0,1243.0,541.0,3107.0,610.0,782.0,551.0,807.0,768.0,"['people' 'ohio' 'like' 'time' 'pandemic' 'need' 'trump' 'day' 'know'
 'going']",[1015  647  594  529  502  498  493  456  442  395]
USA,OK,Oklahoma,2020,00,0.05176151133810957,2905,654.0,1073.0,1178.0,0,4,508.0,264.0,172.0,202.0,53.0,130.0,197.0,127.0,837.0,415.0,664.0,259.0,281.0,152.0,670.0,155.0,238.0,90.0,219.0,177.0,"['people' 'case' 'death' 'like' 'time' 'need' 'day' 'know' 'new'
 'pandemic']",[309 191 155 143 142 139 131 129 116 107]
USA,OR,Oregon,2020,00,0.05691483686729784,4835,1068.0,1825.0,1942.0,8,4,727.0,335.0,324.0,317.0,91.0,247.0,492.0,266.0,1321.0,715.0,980.0,327.0,496.0,261.0,1257.0,274.0,319.0,311.0,338.0,272.0,"['people' 'trump' 'like' 'time' 'need' 'know' 'day' 'home' 'pandemic'
 'good']",[458 306 277 236 206 187 185 180 170 157]
USA,PA,Pennsylvania,2020,00,0.054910432299398515,11765,2672.0,4417.0,4676.0,8,4,1806.0,1006.0,695.0,724.0,240.0,679.0,1107.0,637.0,3069.0,1802.0,2453.0,933.0,1328.0,500.0,3096.0,660.0,651.0,594.0,773.0,777.0,"['people' 'trump' 'like' 'time' 'need' 'pandemic' 'know' 'day' 'new'
 'home']",[871 655 639 531 515 476 441 434 408 402]
USA,RI,Rhode Island,2020,00,0.03908793054725057,1478,383.0,515.0,580.0,8,4,234.0,122.0,81.0,98.0,35.0,74.0,142.0,73.0,374.0,245.0,289.0,122.0,124.0,71.0,437.0,83.0,106.0,86.0,81.0,79.0,['people' 'trump' 'home' 'like' 'day' 'time' 'case' 'know' 'new' 'really'],[146  93  84  84  83  70  69  66  62  58]
USA,SC,South Carolina,2020,00,0.05223496484063444,2909,643.0,1138.0,1128.0,1,1,442.0,245.0,211.0,165.0,67.0,156.0,231.0,162.0,827.0,403.0,608.0,230.0,340.0,136.0,754.0,178.0,149.0,131.0,190.0,193.0,['people' 'like' 'know' 'time' 'need' 'day' 'trump' 'going' 'home' 'news'],[206 184 130 129 117 116 112 103  98  97]
USA,SD,South Dakota,2020,00,0.06105414479508682,414,110.0,126.0,178.0,8,4,65.0,36.0,11.0,23.0,3.0,29.0,46.0,20.0,115.0,66.0,86.0,31.0,38.0,31.0,98.0,15.0,34.0,14.0,34.0,33.0,['people' 'south' 'like' 'good' 'home' 'new' 'know' 'stay' 'case' 'going'],[41 30 29 22 22 20 19 19 18 17]
USA,TN,Tennessee,2020,00,0.06348313175346737,7050,1493.0,2740.0,2817.0,8,4,1145.0,605.0,377.0,586.0,134.0,327.0,563.0,315.0,1884.0,1114.0,1460.0,564.0,722.0,329.0,1976.0,362.0,410.0,273.0,499.0,455.0,['people' 'time' 'like' 'case' 'home' 'day' 'know' 'need' 'don' 'trump'],[535 360 353 280 275 270 261 256 241 232]
USA,TX,Texas,2020,00,0.05112663329243417,36500,8003.0,14732.0,13765.0,8,4,5952.0,4079.0,1943.0,2255.0,748.0,1814.0,2953.0,1907.0,9789.0,5060.0,7632.0,3912.0,3701.0,1523.0,9212.0,1916.0,2098.0,1601.0,2581.0,2324.0,['people' 'like' 'time' 'trump' 'need' 'texas' 'day' 'home' 'know' 'case'],[2788 2048 1588 1556 1488 1423 1401 1365 1365 1357]
USA,Tx,Tx,2020,00,0.0,1,0.0,1.0,0.0,8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['life' 'quarantine' 'abc' 'able' 'absolutely' 'access' 'according'
 'account' 'act' 'action']",[1 1 0 0 0 0 0 0 0 0]
USA,UT,Utah,2020,00,0.06382061986652816,2787,628.0,1015.0,1144.0,8,1,415.0,226.0,151.0,161.0,45.0,142.0,267.0,160.0,784.0,436.0,539.0,205.0,291.0,139.0,725.0,165.0,183.0,159.0,194.0,187.0,"['people' 'like' 'trump' 'know' 'time' 'home' 'don' 'need' 'day'
 'pandemic']",[247 181 151 134 128 122 117 116 112 110]
USA,VA,Virginia,2020,00,0.06353382967940265,8367,1788.0,3313.0,3266.0,8,1,1315.0,714.0,537.0,572.0,156.0,433.0,824.0,438.0,2121.0,1257.0,1816.0,654.0,947.0,347.0,2090.0,458.0,529.0,401.0,603.0,522.0,"['people' 'like' 'trump' 'time' 'need' 'day' 'know' 'pandemic' 'don'
 'good']",[713 481 407 405 382 312 297 292 288 251]
USA,VT,Vermont,2020,00,0.068068582651916,504,109.0,205.0,190.0,8,4,89.0,25.0,27.0,46.0,8.0,32.0,59.0,29.0,121.0,68.0,158.0,36.0,48.0,29.0,94.0,11.0,34.0,47.0,20.0,27.0,"['quarantine' 'trump' 'pandemic' 'people' 'today' 'need' 'time' 'day'
 'say' 'going']",[65 60 41 37 32 28 28 22 19 16]
USA,WA,Washington,2020,00,0.06322788735543686,10093,2284.0,3562.0,4247.0,8,4,1657.0,692.0,606.0,586.0,163.0,521.0,929.0,482.0,2825.0,1632.0,2158.0,734.0,825.0,439.0,2625.0,599.0,724.0,500.0,745.0,744.0,"['people' 'like' 'time' 'seattle' 'death' 'trump' 'need' 'home' 'know'
 'work']",[1005  619  496  469  462  459  440  407  407  381]
USA,WI,Wisconsin,2020,00,0.05405321331175135,3155,705.0,1239.0,1211.0,8,4,597.0,252.0,164.0,177.0,48.0,156.0,244.0,163.0,881.0,473.0,655.0,233.0,288.0,152.0,872.0,196.0,216.0,135.0,189.0,219.0,['people' 'day' 'home' 'death' 'need' 'like' 'time' 'case' 'know' 'trump'],[274 144 142 134 134 132 128 126 124 121]
USA,WV,West Virginia,2020,00,0.07862987974987976,750,162.0,264.0,324.0,8,1,110.0,77.0,37.0,56.0,15.0,43.0,55.0,38.0,212.0,107.0,165.0,94.0,76.0,44.0,161.0,38.0,43.0,24.0,59.0,46.0,['people' 'like' 'time' 'day' 'pandemic' 'case' 'got' 'home' 'today' 've'],[67 49 43 35 31 29 29 28 26 26]
USA,WY,Wyoming,2020,00,0.033801979877154706,286,75.0,92.0,119.0,8,1,38.0,25.0,24.0,16.0,3.0,4.0,25.0,10.0,108.0,33.0,52.0,29.0,14.0,11.0,67.0,10.0,25.0,20.0,28.0,30.0,"['people' 'want' 'like' 'good' 'time' 'realdonaldtrump' 'death' 'trump'
 'day' 'sick']",[36 33 28 24 22 20 19 16 15 14]
USA,USA,USA,2020,01,0.021544950840046453,5857,1338.0,2616.0,1903.0,0,6,910.0,1184.0,343.0,201.0,99.0,172.0,399.0,320.0,1791.0,438.0,456.0,1463.0,790.0,243.0,1222.0,354.0,404.0,129.0,432.0,364.0,"['wuhan' 'china' 'people' 'like' 'outbreak' 'case' 'know' 'shit' 'day'
 'flu']",[963 792 524 416 283 240 231 224 217 208]
USA,USA,USA,2020,02,0.03165436013653504,17705,4173.0,7212.0,6320.0,8,1,2432.0,3206.0,1389.0,700.0,320.0,709.0,1500.0,731.0,5465.0,1253.0,2042.0,5207.0,1240.0,639.0,3068.0,908.0,1252.0,1006.0,1171.0,1172.0,['people' 'wuhan' 'china' 'like' 'trump' 'know' 'beer' 'flu' 'case' 'don'],[1692 1606 1266 1020  996  692  691  649  635  606]
USA,USA,USA,2020,03,0.05295958229461303,140635,31123.0,55732.0,53780.0,8,0,20953.0,15699.0,7641.0,9140.0,2544.0,6259.0,12419.0,7101.0,39669.0,19210.0,25543.0,17028.0,16811.0,6574.0,34733.0,7222.0,8324.0,5777.0,9207.0,9416.0,['people' 'like' 'time' 'need' 'trump' 'home' 'day' 'know' 'case' 'don'],[11376  7764  6530  6128  5494  5354  5169  5028  4680  4642]
USA,USA,USA,2020,04,0.059897800726089585,163976,36753.0,60762.0,66461.0,8,4,26571.0,10399.0,10078.0,10996.0,3787.0,9650.0,15366.0,9824.0,40406.0,26899.0,38036.0,7504.0,17606.0,7536.0,44047.0,9447.0,9576.0,9648.0,11058.0,9518.0,"['people' 'trump' 'like' 'time' 'need' 'pandemic' 'new' 'day' 'death'
 'know']",[12795  9600  8587  8111  7245  6787  6742  6212  6122  5937]
USA,USA,USA,2020,05,0.062454573184424926,52656,11778.0,19170.0,21708.0,8,4,9005.0,3274.0,3005.0,3549.0,1288.0,2808.0,4808.0,3176.0,12934.0,8809.0,13217.0,2310.0,5117.0,2300.0,13731.0,3138.0,3140.0,2678.0,3721.0,3304.0,"['people' 'like' 'trump' 'day' 'new' 'death' 'time' 'need' 'pandemic'
 'know']",[4274 2878 2798 2495 2460 2364 2350 2141 2140 1919]
USA,USA,USA,2020,00,0.05578621863553131,380829,85165.0,145492.0,150172.0,0,6,59871.0,33762.0,22456.0,24586.0,8038.0,19598.0,34492.0,21152.0,100265.0,56609.0,79294.0,33512.0,41564.0,17292.0,96801.0,21069.0,22696.0,19238.0,25589.0,23774.0,"['people' 'like' 'trump' 'time' 'need' 'day' 'new' 'know' 'pandemic'
 'home']",[30661 20665 18965 17735 16163 14567 13922 13807 13459 13351]
